Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2016-09-30,Nonmarketable,Other,1776.69519107,0,1776.69519107,13,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,State and Local Government Series,109210.95902297,0,109210.95902297,10,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,United States Savings Securities,167524.36818291,0,167524.36818291,11,2016,4,2016,3,09,30
2016-09-30,Total Nonmarketable,_,535119.84427154,5377720.79897261,5912840.64324415,14,2016,4,2016,3,09,30
2016-09-30,Total Public Debt Outstanding,_,14173424.1538981,5400021.47248611,19573444.6263843,15,2016,4,2016,3,09,30
2016-08-31,Total Public Debt Outstanding,_,14104114.0252737,5406182.80186655,19510295.8271402,15,2016,4,2016,3,08,31
2016-08-31,Marketable,Bills,1630684.7713,2264.046,1632948.8173,1,2016,4,2016,3,08,31
2016-08-31,Marketable,Notes,8612474.0835,6756.834,8619230.9175,2,2016,4,2016,3,08,31
2016-08-31,Marketable,Bonds,1813340.3544,166.849,1813507.2034,3,2016,4,2016,3,08,31
2016-08-31,Marketable,Treasury Inflation-Protected Securities,1199842.31443135,160.8789151,1200003.19334645,4,2016,4,2016,3,08,31
2016-08-31,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2016,4,2016,3,08,31
2016-08-31,Marketable,Floating Rate Notes,320337.408,19.805,320357.213,5,2016,4,2016,3,08,31
2016-08-31,Total Marketable,_,13576678.9316313,22392.3149151,13599071.2465464,7,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,United States Savings Securities,168016.8936672,0,168016.8936672,11,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,State and Local Government Series,102945.84509025,0,102945.84509025,10,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Government Account Series,224451.80762892,5383790.48695145,5608243.29458037,12,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Other,1760.02525597,0,1760.02525597,13,2016,4,2016,3,08,31
2016-08-31,Total Nonmarketable,_,527435.09364234,5383790.48695145,5911224.58059379,14,2016,4,2016,3,08,31
2016-07-31,Total Nonmarketable,_,526160.06193845,5407311.80585064,5933471.86778909,14,2016,4,2016,3,07,31
2016-07-31,Total Public Debt Outstanding,_,13998219.6131726,5429474.74095524,19427695.3541278,15,2016,4,2016,3,07,31
2016-07-31,Marketable,Bills,1547124.1982,2808.105,1549932.3032,1,2016,4,2016,3,07,31
2016-07-31,Marketable,Notes,8615474.40029999,5997.876,8621472.27629999,2,2016,4,2016,3,07,31
2016-07-31,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2016,4,2016,3,07,31
2016-07-31,Marketable,Bonds,1796813.6419,157.741,1796971.3829,3,2016,4,2016,3,07,31
2016-07-31,Marketable,Treasury Inflation-Protected Securities,1180357.48993416,155.5061046,1180512.99603876,4,2016,4,2016,3,07,31
2016-07-31,Marketable,Floating Rate Notes,332289.8209,19.805,332309.6259,5,2016,4,2016,3,07,31
2016-07-31,Total Marketable,_,13472059.5512342,22162.9351046,13494222.4863388,7,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,State and Local Government Series,101840.8271586,0,101840.8271586,10,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Government Account Series,223699.84916687,5407311.80585064,5631011.65501751,12,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,United States Savings Securities,168625.91228956,0,168625.91228956,11,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Other,1733.95132342,0,1733.95132342,13,2016,4,2016,3,07,31
2016-06-30,Total Public Debt Outstanding,_,13932742.7142236,5448848.42725179,19381591.1404754,15,2016,3,2016,2,06,30
2016-06-30,Marketable,Bills,1504987.19,2959.859,1507947.049,1,2016,3,2016,2,06,30
2016-06-30,Marketable,Bonds,1784037.7573,154.044,1784191.8013,3,2016,3,2016,2,06,30
2016-06-30,Marketable,Treasury Inflation-Protected Securities,1186562.26677915,153.9394748,1186716.20625395,4,2016,3,2016,2,06,30
2016-06-30,Marketable,Floating Rate Notes,332287.3459,22.28,332309.6259,5,2016,3,2016,2,06,30
2016-06-30,Marketable,Notes,8600640.7329,5966.607,8606607.3399,2,2016,3,2016,2,06,30
2016-06-30,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2016,3,2016,2,06,30
2016-06-30,Total Marketable,_,13408515.2928791,22280.6314748,13430795.9243539,7,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Government Account Series,221407.26263141,5426567.79577699,5647975.0574084,12,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,State and Local Government Series,101784.05483491,0,101784.05483491,10,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Other,1723.10768711,0,1723.10768711,13,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,United States Savings Securities,169053.47419104,0,169053.47419104,11,2016,3,2016,2,06,30
2016-06-30,Total Nonmarketable,_,524227.42134447,5426567.79577699,5950795.21612146,14,2016,3,2016,2,06,30
2016-05-31,Total Public Debt Outstanding,_,13886302.6438893,5379148.93296407,19265451.5768533,15,2016,3,2016,2,05,31
2016-05-31,Marketable,Bills,1520212.9109,3744,1523956.9109,1,2016,3,2016,2,05,31
2016-05-31,Marketable,Notes,8582308.2022,5372.227,8587680.4292,2,2016,3,2016,2,05,31
2016-05-31,Marketable,Floating Rate Notes,319309.6094,0,319309.6094,5,2016,3,2016,2,05,31
2016-05-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,3,2016,2,05,31
2016-05-31,Marketable,Bonds,1772075.04865,121.717,1772196.76565,3,2016,3,2016,2,05,31
2016-05-31,Marketable,Treasury Inflation-Protected Securities,1175223.40957942,165.2129563,1175388.62253572,4,2016,3,2016,2,05,31
2016-05-31,Total Marketable,_,13369129.1807294,24403.1469563,13393532.3276857,7,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,State and Local Government Series,95501.99146166,0,95501.99146166,10,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Other,1721.33531393,0,1721.33531393,13,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,United States Savings Securities,169501.44507903,0,169501.44507903,11,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Government Account Series,220189.16930522,5354745.78600777,5574934.95531299,12,2016,3,2016,2,05,31
2016-05-31,Total Nonmarketable,_,517173.46315984,5354745.78600777,5871919.24916761,14,2016,3,2016,2,05,31
2016-04-30,Marketable,Bills,1522780.3509,4175.559,1526955.9099,1,2016,3,2016,2,04,30
2016-04-30,Marketable,Notes,8550339.29169999,5143.969,8555483.26069999,2,2016,3,2016,2,04,30
2016-04-30,Marketable,Bonds,1772499.90925,118.049,1772617.95825,3,2016,3,2016,2,04,30
2016-04-30,Marketable,Treasury Inflation-Protected Securities,1156634.56170613,165.5333076,1156800.09501373,4,2016,3,2016,2,04,30
2016-04-30,Marketable,Floating Rate Notes,328313.6217,0,328313.6217,5,2016,3,2016,2,04,30
2016-04-30,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,3,2016,2,04,30
2016-04-30,Total Marketable,_,13330567.7352561,24603.1003076,13355170.8355637,7,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,State and Local Government Series,90015.89753155,0,90015.89753155,10,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,United States Savings Securities,169955.87681059,0,169955.87681059,11,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Government Account Series,218709.347298549,5321589.65037674,5540298.99767529,12,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Other,1686.37140208,0,1686.37140208,13,2016,3,2016,2,04,30
2016-04-30,Total Nonmarketable,_,510627.01504277,5321589.65037674,5832216.66541951,14,2016,3,2016,2,04,30
2016-04-30,Total Public Debt Outstanding,_,13841194.7502989,5346192.75068434,19187386.5009832,15,2016,3,2016,2,04,30
2016-03-31,Total Nonmarketable,_,503261.95979495,5315536.29902915,5818798.2588241,15,2016,2,2016,1,03,31
2016-03-31,Total Public Debt Outstanding,_,13924877.6533246,5340060.98068625,19264938.6340109,16,2016,2,2016,1,03,31
2016-03-31,Marketable,Bills,1614378.0693,3581.523,1617959.5923,1,2016,2,2016,1,03,31
2016-03-31,Marketable,Notes,8537558.9406,5640.741,8543199.6816,2,2016,2,2016,1,03,31
2016-03-31,Marketable,Bonds,1760426.90755,112.695,1760539.60255,3,2016,2,2016,1,03,31
2016-03-31,Marketable,Treasury Inflation-Protected Securities,1180938.15437968,189.7326571,1181127.88703678,4,2016,2,2016,1,03,31
2016-03-31,Marketable,Floating Rate Notes,328313.6217,0,328313.6217,5,2016,2,2016,1,03,31
2016-03-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,2,2016,1,03,31
2016-03-31,Total Marketable,_,13421615.6935297,24524.6816571,13446140.3751868,7,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,State and Local Government Series,82799.09215007,0,82799.09215007,10,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,United States Savings Securities,170370.1401562,0,170370.1401562,11,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Government Account Series,218156.51492405,5315497.01352856,5533653.52845261,12,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Other,1676.69056463,0,1676.69056463,14,2016,2,2016,1,03,31
2016-02-29,Total Nonmarketable,_,497001.86259031,5315721.54968713,5812724.41449134,15,2016,2,2016,1,02,29
2016-02-29,Total Public Debt Outstanding,_,13785189.2275711,5340266.00707563,19125455.2368606,16,2016,2,2016,1,02,29
2016-02-29,Marketable,Floating Rate Notes,315313.5573,0,315313.5573,5,2016,2,2016,1,02,29
2016-02-29,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,2,2016,1,02,29
2016-02-29,Total Marketable,_,13288187.3649807,24543.4573885,13312730.8223693,7,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Government Account Series,218635.17111274,5315683.26418654,5534318.43751318,12,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,State and Local Government Series,75617.503581,0,75617.503581,10,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,United States Savings Securities,170824.48271934,0,170824.48271934,11,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Other,1665.18317723,0,1665.18317723,14,2016,2,2016,1,02,29
2016-02-29,Marketable,Bills,1548363.3948,3583.723,1551947.1178,1,2016,2,2016,1,02,29
2016-02-29,Marketable,Notes,8510277.252,5661.857,8515939.109,2,2016,2,2016,1,02,29
2016-02-29,Marketable,Bonds,1748434.89255,106.636,1748541.52855,3,2016,2,2016,1,02,29
2016-02-29,Marketable,Treasury Inflation-Protected Securities,1165798.26833075,191.2513885,1165989.51971925,4,2016,2,2016,1,02,29
2016-01-31,Total Nonmarketable,_,492599.53287504,5331269.0154237,5823868.61363968,15,2016,2,2016,1,01,31
2016-01-31,Total Public Debt Outstanding,_,13657155.193714,5355672.5002814,19012827.7593363,16,2016,2,2016,1,01,31
2016-01-31,Marketable,Bills,1475291.2955,2642.423,1477933.7185,1,2016,2,2016,1,01,31
2016-01-31,Marketable,Notes,8463345.7186,6483.623,8469829.3416,2,2016,2,2016,1,01,31
2016-01-31,Marketable,Bonds,1737697.50885,99.445,1737796.95385,3,2016,2,2016,1,01,31
2016-01-31,Marketable,Treasury Inflation-Protected Securities,1160179.87548893,178.0038577,1160357.87934663,4,2016,2,2016,1,01,31
2016-01-31,Marketable,Floating Rate Notes,328041.2624,0,328041.2624,5,2016,2,2016,1,01,31
2016-01-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,2,2016,1,01,31
2016-01-31,Total Marketable,_,13164555.6608389,24403.4848577,13188959.1456966,7,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,State and Local Government Series,73299.53546477,0,73299.53546477,10,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,United States Savings Securities,171159.68352077,0,171159.68352077,11,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Government Account Series,216186.55547614,5331229.72992311,5547416.35074019,12,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Other,1694.23641336,0,1694.23641336,14,2016,2,2016,1,01,31
2015-12-31,Marketable,Bills,1511029.5976,2927.623,1513957.2206,1,2016,1,2015,4,12,31
2015-12-31,Marketable,Floating Rate Notes,328034.7474,6.515,328041.2624,5,2016,1,2015,4,12,31
2015-12-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,1,2015,4,12,31
2015-12-31,Marketable,Treasury Inflation-Protected Securities,1167828.38314407,95.3763494,1167923.75949347,4,2016,1,2015,4,12,31
2015-12-31,Marketable,Notes,8450685.8267,6145.164,8456830.9907,2,2016,1,2015,4,12,31
2015-12-31,Marketable,Bonds,1724692.14925,110.019,1724802.16825,3,2016,1,2015,4,12,31
2015-12-31,Total Marketable,_,13182270.7040941,24284.6873494,13206555.3914435,7,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,State and Local Government Series,75153.63515631,0,75153.63515631,10,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,United States Savings Securities,171630.12123933,0,171630.12123933,11,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Government Account Series,211479.40248636,5225332.76440892,5436812.16656973,12,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Other,1728.87640082,0,1728.87640082,14,2016,1,2015,4,12,31
2015-12-31,Total Public Debt Outstanding,_,13672522.2613769,5249656.73725891,18922178.9983102,16,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,1,2015,4,12,31
2015-12-31,Total Nonmarketable,_,490251.55728282,5225372.04990951,5715623.60686678,15,2016,1,2015,4,12,31
2015-11-30,Marketable,Bills,1503010.017,2964.821,1505974.838,1,2016,1,2015,4,11,30
2015-11-30,Marketable,Floating Rate Notes,315039.33,6.515,315045.845,5,2016,1,2015,4,11,30
2015-11-30,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,1,2015,4,11,30
2015-11-30,Marketable,Treasury Inflation-Protected Securities,1152134.96614317,100.0918211,1152235.05796427,4,2016,1,2015,4,11,30
2015-11-30,Marketable,Notes,8416433.0838,6151.632,8422584.7158,2,2016,1,2015,4,11,30
2015-11-30,Marketable,Bonds,1711698.18545,104.316,1711802.50145,3,2016,1,2015,4,11,30
2015-11-30,Total Marketable,_,13098315.5823932,24327.3658211,13122642.9482143,7,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,State and Local Government Series,74168.84896196,0,74168.84896196,10,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,United States Savings Securities,172186.84839816,0,172186.84839816,11,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,Government Account Series,212347.63537004,5213967.76753745,5426314.60290825,12,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,Other,1709.92136327,0,1709.92136327,14,2016,1,2015,4,11,30
2015-11-30,Total Nonmarketable,_,490672.77609343,5214007.05303804,5704680.02913223,15,2016,1,2015,4,11,30
2015-11-30,Total Public Debt Outstanding,_,13588989.3584866,5238334.41885914,18827322.9773465,16,2016,1,2015,4,11,30
2015-10-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,1,2015,4,10,31
2015-10-31,Nonmarketable,Government Account Series,5859.47444901,5064638.18262523,5070497.65707424,12,2016,1,2015,4,10,31
2015-10-31,Nonmarketable,State and Local Government Series,74962.98469296,0,74962.98469296,10,2016,1,2015,4,10,31
2015-10-31,Nonmarketable,United States Savings Securities,172536.82025365,0,172536.82025365,11,2016,1,2015,4,10,31
2015-10-31,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,1,2015,4,10,31
2015-10-31,Nonmarketable,Other,1666.67078659,0,1666.67078659,14,2016,1,2015,4,10,31
2015-10-31,Total Nonmarketable,_,285285.47218221,5064677.46812582,5349962.94030803,15,2016,1,2015,4,10,31
2015-10-31,Total Public Debt Outstanding,_,13060656.8649675,5092324.81077999,18152981.6757475,16,2016,1,2015,4,10,31
2015-10-31,Marketable,Bills,1269905.8427,3092.131,1272997.9737,1,2016,1,2015,4,10,31
2015-10-31,Marketable,Notes,8378695.6154,6961.682,8385657.2974,2,2016,1,2015,4,10,31
2015-10-31,Marketable,Bonds,1699231.03465,2073.846,1701304.88065,3,2016,1,2015,4,10,31
2015-10-31,Marketable,Treasury Inflation-Protected Securities,1140502.61793527,510.13865417,1141012.75658944,4,2016,1,2015,4,10,31
2015-10-31,Marketable,Floating Rate Notes,287036.2821,9.555,287045.8371,5,2016,1,2015,4,10,31
2015-10-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,1,2015,4,10,31
2015-10-31,Total Marketable,_,12775371.3927853,27647.34265417,12803018.7354394,7,2016,1,2015,4,10,31
2015-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,1,2015,4,10,31
2015-09-30,Nonmarketable,Other,1641.40782745,0,1641.40782745,14,2015,4,2015,3,09,30
2015-09-30,Total Nonmarketable,_,291979.80751294,5004887.03788232,5296866.50326867,15,2015,4,2015,3,09,30
2015-09-30,Total Public Debt Outstanding,_,13123847.1631286,5026770.46813652,18150618.2891385,16,2015,4,2015,3,09,30
2015-09-30,Marketable,Bills,1355231.4484,2765.552,1357997.0004,1,2015,4,2015,3,09,30
2015-09-30,Marketable,Treasury Inflation-Protected Securities,1135362.77516563,68.0982542,1135430.87341983,4,2015,4,2015,3,09,30
2015-09-30,Marketable,Notes,8366026.282,6630.594,8372656.876,2,2015,4,2015,3,09,30
2015-09-30,Marketable,Bonds,1688208.17795,97.028,1688305.20595,3,2015,4,2015,3,09,30
2015-09-30,Marketable,Floating Rate Notes,287038.6721,7.165,287045.8371,5,2015,4,2015,3,09,30
2015-09-30,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,4,2015,3,09,30
2015-09-30,Total Marketable,_,12831867.3556156,21883.4302542,12853750.7858698,7,2015,4,2015,3,09,30
2015-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,4,2015,3,09,30
2015-09-30,Nonmarketable,State and Local Government Series,78115.40491605,0,78115.40491605,10,2015,4,2015,3,09,30
2015-09-30,Nonmarketable,United States Savings Securities,172825.91665048,0,172825.91665048,11,2015,4,2015,3,09,30
2015-09-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,4,2015,3,09,30
2015-09-30,Nonmarketable,Government Account Series,9137.55611896,5004392.7648401,5013529.97883247,12,2015,4,2015,3,09,30
2015-09-30,Nonmarketable,Hope Bonds,0,494.27304222,494.27304222,13,2015,4,2015,3,09,30
2015-08-31,Marketable,Bills,1421704.6213,2270.443,1423975.0643,1,2015,4,2015,3,08,31
2015-08-31,Marketable,Floating Rate Notes,274038.8586,7.165,274046.0236,5,2015,4,2015,3,08,31
2015-08-31,Marketable,Treasury Inflation-Protected Securities,1122081.96229647,66.02883839,1122147.99113486,4,2015,4,2015,3,08,31
2015-08-31,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,4,2015,3,08,31
2015-08-31,Marketable,Notes,8331370.7709,7387.836,8338758.6069,2,2015,4,2015,3,08,31
2015-08-31,Marketable,Bonds,1675201.3214,104.72,1675306.0414,3,2015,4,2015,3,08,31
2015-08-31,Total Marketable,_,12824397.5344965,22151.18583839,12846548.7203349,7,2015,4,2015,3,08,31
2015-08-31,Nonmarketable,Other,1616.03630573,0,1616.03630573,14,2015,4,2015,3,08,31
2015-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,4,2015,3,08,31
2015-08-31,Total Nonmarketable,_,295355.18429109,5009245.60010018,5304600.78439127,15,2015,4,2015,3,08,31
2015-08-31,Total Public Debt Outstanding,_,13119752.7187876,5031396.78593857,18151149.5047261,16,2015,4,2015,3,08,31
2015-08-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,4,2015,3,08,31
2015-08-31,Nonmarketable,Government Account Series,9147.65060632,5008752.32705796,5017899.97766428,12,2015,4,2015,3,08,31
2015-08-31,Nonmarketable,State and Local Government Series,81077.18438773,0,81077.18438773,10,2015,4,2015,3,08,31
2015-08-31,Nonmarketable,United States Savings Securities,173254.79099131,0,173254.79099131,11,2015,4,2015,3,08,31
2015-08-31,Nonmarketable,Hope Bonds,0,494.27304222,494.27304222,13,2015,4,2015,3,08,31
2015-07-31,Total Nonmarketable,_,343708.08466868,4994182.83575575,5337890.92042443,15,2015,4,2015,3,07,31
2015-07-31,Total Public Debt Outstanding,_,13135044.915571,5016277.62609025,18151322.5416612,16,2015,4,2015,3,07,31
2015-07-31,Marketable,Bills,1438153.922,1834.793,1439988.715,1,2015,4,2015,3,07,31
2015-07-31,Marketable,Bonds,1662888.5746,118.751,1663007.3256,3,2015,4,2015,3,07,31
2015-07-31,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,4,2015,3,07,31
2015-07-31,Marketable,Floating Rate Notes,261046.27,0,261046.27,5,2015,4,2015,3,07,31
2015-07-31,Marketable,Notes,8327379.9401,7765.319,8335145.2591,2,2015,4,2015,3,07,31
2015-07-31,Marketable,Treasury Inflation-Protected Securities,1101868.12420229,60.9343345,1101929.05853679,4,2015,4,2015,3,07,31
2015-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,4,2015,3,07,31
2015-07-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,4,2015,3,07,31
2015-07-31,Nonmarketable,Government Account Series,49284.7044428,4993688.56271353,5042973.26715633,12,2015,4,2015,3,07,31
2015-07-31,Nonmarketable,Hope Bonds,0,494.27304222,494.27304222,13,2015,4,2015,3,07,31
2015-07-31,Nonmarketable,Other,1540.77074964,0,1540.77074964,14,2015,4,2015,3,07,31
2015-07-31,Nonmarketable,State and Local Government Series,88985.72071112,0,88985.72071112,10,2015,4,2015,3,07,31
2015-07-31,Nonmarketable,United States Savings Securities,173637.36676512,0,173637.36676512,11,2015,4,2015,3,07,31
2015-07-31,Total Marketable,_,12791336.8309023,22094.7903345,12813431.6212368,7,2015,4,2015,3,07,31
2015-06-30,Total Public Debt Outstanding,_,13076413.9270945,5075583.42108298,18151998.1775224,16,2015,3,2015,2,06,30
2015-06-30,Marketable,Bills,1393162.3079,1829.192,1394991.4999,1,2015,3,2015,2,06,30
2015-06-30,Marketable,Bonds,1649925.1965,82.145,1650007.3415,3,2015,3,2015,2,06,30
2015-06-30,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,3,2015,2,06,30
2015-06-30,Marketable,Floating Rate Notes,246045.3663,0.78,246046.1463,5,2015,3,2015,2,06,30
2015-06-30,Marketable,Notes,8297600.7355,7778.471,8305379.2065,2,2015,3,2015,2,06,30
2015-06-30,Marketable,Treasury Inflation-Protected Securities,1102262.47250293,92.25727718,1102354.72978011,4,2015,3,2015,2,06,30
2015-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,3,2015,2,06,30
2015-06-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,3,2015,2,06,30
2015-06-30,Nonmarketable,Government Account Series,81883.9315132,5052991.3344083,5134875.09526637,12,2015,3,2015,2,06,30
2015-06-30,Nonmarketable,Hope Bonds,0,494.2483975,494.2483975,13,2015,3,2015,2,06,30
2015-06-30,Nonmarketable,Other,1526.25688392,0,1526.25688392,14,2015,3,2015,2,06,30
2015-06-30,Nonmarketable,State and Local Government Series,99767.29021074,0,99767.29021074,10,2015,3,2015,2,06,30
2015-06-30,Nonmarketable,United States Savings Securities,173980.84778372,0,173980.84778372,11,2015,3,2015,2,06,30
2015-06-30,Total Marketable,_,12688996.0787029,22097.83827718,12711093.9169801,7,2015,3,2015,2,06,30
2015-06-30,Total Nonmarketable,_,387417.84839158,5053485.5828058,5440904.26054225,15,2015,3,2015,2,06,30
2015-05-31,Nonmarketable,Other,1513.86258205,0,1513.86258205,14,2015,3,2015,2,05,31
2015-05-31,Nonmarketable,State and Local Government Series,110686.68434718,0,110686.68434718,10,2015,3,2015,2,05,31
2015-05-31,Nonmarketable,United States Savings Securities,174359.39348964,0,174359.39348964,11,2015,3,2015,2,05,31
2015-05-31,Total Marketable,_,12664716.2351885,23302.25027666,12688018.4854651,7,2015,3,2015,2,05,31
2015-05-31,Total Nonmarketable,_,387990.15524708,5076842.99030661,5464833.35380409,15,2015,3,2015,2,05,31
2015-05-31,Total Public Debt Outstanding,_,13052706.3904355,5100145.24058327,18152851.8392692,16,2015,3,2015,2,05,31
2015-05-31,Marketable,Bills,1445235.9463,1722.392,1446958.3383,1,2015,3,2015,2,05,31
2015-05-31,Marketable,Bonds,1636949.922,57.772,1637007.694,3,2015,3,2015,2,05,31
2015-05-31,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,3,2015,2,05,31
2015-05-31,Marketable,Floating Rate Notes,233023.6978,22.695,233046.3928,5,2015,3,2015,2,05,31
2015-05-31,Marketable,Notes,8256835.56769999,7799.177,8264634.7447,2,2015,3,2015,2,05,31
2015-05-31,Marketable,Treasury Inflation-Protected Securities,1092671.10138847,88.26627666,1092759.36766513,4,2015,3,2015,2,05,31
2015-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,3,2015,2,05,31
