Source,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release
2020-02-24,1.55,1.55,1.48,1.48,1.58,1.58,1.58,1.58,284473488660.08,284473488660.08,181871736347.87,181871736347.87,1047924826480.4,1047924826480.4,1514270051488.35,1514270051488.35,2217687500.0,2217687500.0,5026779938.77,5026779938.77,1047924826480.4,1047924826480.4,1055169293919.17,1055169293919.17,1.64,1.64,null,null,null,null,null,null,1.62,1.62,1.64,1.64,225765000000.0,225765000000.0,99750000000.0,99750000000.0,69950000000.0,69950000000.0,124850000000.0,124850000000.0,68785000000.0,68785000000.0,294550000000.0,294550000000.0,105000000000.0,105000000000.0,null,null,null,null,null,null,29200000000.0,29200000000.0,134200000000.0,134200000000.0,1.57,1.57,1.84,1.84,1.83,1.83,1.62,1.62,1.7,1.7,1.58,1.58,1.57,1.57,1.6,1.6,487275532352.13,487275532352.13,61203900000.0,61203900000.0,106319494657.18,106319494657.18,79974050000.0,79974050000.0,198383109562.51,198383109562.51,1122349995502.5,1122349995502.5,561780998245.04,561780998245.04,1308643540159.68,1308643540159.68
2020-02-25,1.54,1.54,1.52,1.52,1.59,1.59,1.59,1.59,282371898275.3,282371898275.3,155835793860.37,155835793860.37,1071166129200.36,1071166129200.36,1509373821336.03,1509373821336.03,4231193964.64,4231193964.64,14680681830.22,14680681830.22,1071166129200.36,1071166129200.36,1090078004995.22,1090078004995.22,1.65,1.65,null,null,null,null,null,null,1.63,1.63,1.65,1.65,218590000000.0,218590000000.0,99450000000.0,99450000000.0,65960000000.0,65960000000.0,117215000000.0,117215000000.0,64035000000.0,64035000000.0,282625000000.0,282625000000.0,90775000000.0,90775000000.0,null,null,null,null,null,null,34240000000.0,34240000000.0,125015000000.0,125015000000.0,1.58,1.58,1.84,1.84,1.83,1.83,1.61,1.61,1.7,1.7,1.59,1.59,1.58,1.58,1.61,1.61,505250289639.35,505250289639.35,62561400000.0,62561400000.0,106115080151.62,106115080151.62,144647973248.48,144647973248.48,204288418390.81,204288418390.81,1135855314695.42,1135855314695.42,614518260065.36,614518260065.36,1386618368095.52,1386618368095.52
2020-02-26,1.58,1.58,1.53,1.53,1.58,1.58,1.58,1.58,284084025298.52,284084025298.52,153377320654.37,153377320654.37,1084062614903.34,1084062614903.34,1521523960856.23,1521523960856.23,4802023279.53,4802023279.53,11548745821.94,11548745821.94,1084062614903.34,1084062614903.34,1100413384004.81,1100413384004.81,1.65,1.65,null,null,null,null,null,null,1.63,1.63,1.64,1.64,222890000000.0,222890000000.0,101400000000.0,101400000000.0,67310000000.0,67310000000.0,121635000000.0,121635000000.0,67455000000.0,67455000000.0,290345000000.0,290345000000.0,87575000000.0,87575000000.0,null,null,null,null,null,null,37860000000.0,37860000000.0,125435000000.0,125435000000.0,1.58,1.58,1.84,1.84,1.82,1.82,1.63,1.63,1.7,1.7,1.59,1.59,1.58,1.58,1.61,1.61,480305133360.26,480305133360.26,59393400000.0,59393400000.0,105750968379.4,105750968379.4,71144472500.0,71144472500.0,199944844724.1,199944844724.1,1126362111467.04,1126362111467.04,563614174262.08,563614174262.08,1303257552346.44,1303257552346.44
2020-02-27,1.48,1.48,1.21,1.21,1.57,1.57,1.57,1.57,287663102271.91,287663102271.91,155777224805.55,155777224805.55,1065002150592.83,1065002150592.83,1508442477670.29,1508442477670.29,7241150527.29,7241150527.29,7711620930.02,7711620930.02,1065002150592.83,1065002150592.83,1079954922050.14,1079954922050.14,1.65,1.65,null,null,null,null,null,null,1.63,1.63,1.64,1.64,223240000000.0,223240000000.0,102550000000.0,102550000000.0,66710000000.0,66710000000.0,117060000000.0,117060000000.0,63080000000.0,63080000000.0,286320000000.0,286320000000.0,87475000000.0,87475000000.0,null,null,null,null,null,null,33285000000.0,33285000000.0,120760000000.0,120760000000.0,1.58,1.58,1.84,1.84,1.83,1.83,1.62,1.62,1.71,1.71,1.59,1.59,1.57,1.57,1.61,1.61,484202686537.59,484202686537.59,59886900000.0,59886900000.0,106837048379.4,106837048379.4,108141564258.58,108141564258.58,204723107899.02,204723107899.02,1122902562886.7,1122902562886.7,589068481088.07,589068481088.07,1337881175524.68,1337881175524.68
2020-02-28,1.53,1.53,1.55,1.55,1.59,1.59,1.59,1.59,282814695231.05,282814695231.05,137962073312.75,137962073312.75,1114541561345.14,1114541561345.14,1535318329888.94,1535318329888.94,4787981236.24,4787981236.24,11218824157.1,11218824157.1,1114541561345.14,1114541561345.14,1130548366738.48,1130548366738.48,1.68,1.68,null,null,null,null,null,null,1.66,1.66,1.67,1.67,218290000000.0,218290000000.0,100250000000.0,100250000000.0,44410000000.0,44410000000.0,129400000000.0,129400000000.0,55770000000.0,55770000000.0,274060000000.0,274060000000.0,104125000000.0,104125000000.0,null,null,null,null,null,null,31725000000.0,31725000000.0,135850000000.0,135850000000.0,1.6,1.6,1.83,1.83,1.83,1.83,1.63,1.63,1.72,1.72,1.61,1.61,1.59,1.59,1.63,1.63,498798625300.63,498798625300.63,63326900000.0,63326900000.0,111049663124.76,111049663124.76,76759850737.57,76759850737.57,202512767570.38,202512767570.38,1157822261130.29,1157822261130.29,580993482121.61,580993482121.61,1345631774992.62,1345631774992.62
2020-03-02,1.52,1.52,1.51,1.51,1.59,1.59,1.59,1.59,281709790356.59,281709790356.59,127728953497.96,127728953497.96,1150851298187.52,1150851298187.52,1560290042042.07,1560290042042.07,5933348514.34,5933348514.34,27058078225.85,27058078225.85,1150851298187.52,1150851298187.52,1183842724927.71,1183842724927.71,1.65,1.65,null,null,null,null,null,null,1.66,1.66,1.65,1.65,232590000000.0,232590000000.0,101750000000.0,101750000000.0,37110000000.0,37110000000.0,150000000000.0,150000000000.0,56270000000.0,56270000000.0,288860000000.0,288860000000.0,121825000000.0,121825000000.0,null,null,null,null,null,null,35525000000.0,35525000000.0,157350000000.0,157350000000.0,1.58,1.58,1.82,1.82,1.8,1.8,1.64,1.64,1.7,1.7,1.59,1.59,1.58,1.58,1.61,1.61,490101912052.69,490101912052.69,63003900000.0,63003900000.0,108903845751.34,108903845751.34,59936202348.08,59936202348.08,204364705990.53,204364705990.53,1194683742837.67,1194683742837.67,606053272893.87,606053272893.87,1363523790937.09,1363523790937.09
2020-03-03,1.34,1.34,1.57,1.57,1.64,1.64,1.64,1.64,281281886863.68,281281886863.68,138871734159.33,138871734159.33,1183131136758.2,1183131136758.2,1603284757781.21,1603284757781.21,3942106078.27,3942106078.27,19159393348.9,19159393348.9,1183131136758.2,1183131136758.2,1206232636185.37,1206232636185.37,1.66,1.66,1.25,1.25,1.61,1.61,1.68,1.68,1.69,1.69,1.67,1.67,232265000000.0,232265000000.0,102400000000.0,102400000000.0,38010000000.0,38010000000.0,162425000000.0,162425000000.0,70570000000.0,70570000000.0,302835000000.0,302835000000.0,124750000000.0,124750000000.0,2750000000.0,2750000000.0,8650000000.0,8650000000.0,162425000000.0,162425000000.0,49075000000.0,49075000000.0,173825000000.0,173825000000.0,1.62,1.62,1.82,1.82,1.78,1.78,1.61,1.61,1.71,1.71,1.64,1.64,1.63,1.63,1.65,1.65,537971994736.67,537971994736.67,62126900000.0,62126900000.0,106867492751.34,106867492751.34,134093568516.09,134093568516.09,206830099584.27,206830099584.27,1258745605803.44,1258745605803.44,692777672749.93,692777672749.93,1499706667070.87,1499706667070.87
2020-03-04,1.13,1.13,1.34,1.34,1.24,1.24,1.24,1.24,291684675061.86,291684675061.86,145835921011.55,145835921011.55,1208580279785.59,1208580279785.59,1646100875859.0,1646100875859.0,11989285193.56,11989285193.56,14642187685.9,14642187685.9,1208580279785.59,1208580279785.59,1235211752665.05,1235211752665.05,1.44,1.44,null,null,null,null,null,null,1.36,1.36,1.42,1.42,237440000000.0,237440000000.0,103050000000.0,103050000000.0,43715000000.0,43715000000.0,165550000000.0,165550000000.0,74875000000.0,74875000000.0,312315000000.0,312315000000.0,122375000000.0,122375000000.0,null,null,null,null,null,null,50525000000.0,50525000000.0,172900000000.0,172900000000.0,1.26,1.26,1.78,1.78,1.73,1.73,1.43,1.43,1.47,1.47,1.26,1.26,1.23,1.23,1.3,1.3,486743081925.58,486743081925.58,60144900000.0,60144900000.0,108759379751.34,108759379751.34,71266825000.0,71266825000.0,211843373432.63,211843373432.63,1260359300826.58,1260359300826.58,681654150219.71,681654150219.71,1440385505577.92,1440385505577.92
2020-03-05,1.26,1.26,1.19,1.19,1.13,1.13,1.13,1.13,294967131860.17,294967131860.17,162378568821.57,162378568821.57,1145646143251.34,1145646143251.34,1602991843933.08,1602991843933.08,6726300374.31,6726300374.31,25971662973.09,25971662973.09,1145646143251.34,1145646143251.34,1178344106598.74,1178344106598.74,1.23,1.23,null,null,null,null,null,null,1.2,1.2,1.22,1.22,253015000000.0,253015000000.0,104400000000.0,104400000000.0,48065000000.0,48065000000.0,162875000000.0,162875000000.0,62325000000.0,62325000000.0,315340000000.0,315340000000.0,131950000000.0,131950000000.0,null,null,null,null,null,null,40925000000.0,40925000000.0,172875000000.0,172875000000.0,1.15,1.15,1.38,1.38,1.41,1.41,1.17,1.17,1.26,1.26,1.14,1.14,1.12,1.12,1.16,1.16,485106636196.8,485106636196.8,61166900000.0,61166900000.0,108589670704.87,108589670704.87,106628771273.51,106628771273.51,216120727855.71,216120727855.71,1234167101995.81,1234167101995.81,686991279921.68,686991279921.68,1449385543974.19,1449385543974.19
2020-03-06,1.13,1.13,1.06,1.06,1.1,1.1,1.1,1.1,300997685308.5,300997685308.5,175147247688.71,175147247688.71,1184853916416.02,1184853916416.02,1660998849413.23,1660998849413.23,9631878073.08,9631878073.08,18850991968.67,18850991968.67,1184853916416.02,1184853916416.02,1213336786457.77,1213336786457.77,1.17,1.17,null,null,null,null,null,null,1.15,1.15,1.17,1.17,239650000000.0,239650000000.0,104400000000.0,104400000000.0,49365000000.0,49365000000.0,147060000000.0,147060000000.0,61175000000.0,61175000000.0,300825000000.0,300825000000.0,112435000000.0,112435000000.0,null,null,null,null,null,null,39775000000.0,39775000000.0,152210000000.0,152210000000.0,1.1,1.1,1.36,1.36,1.35,1.35,1.11,1.11,1.23,1.23,1.11,1.11,1.09,1.09,1.12,1.12,485643458709.75,485643458709.75,61169400000.0,61169400000.0,107403860704.87,107403860704.87,91725435920.77,91725435920.77,215139279260.44,215139279260.44,1239129071172.73,1239129071172.73,676306229828.18,676306229828.18,1438258367798.37,1438258367798.37
2020-03-09,0.85,0.85,0.96,0.96,1.07,1.07,1.07,1.07,300710153017.92,300710153017.92,175898839754.03,175898839754.03,1168668225400.73,1168668225400.73,1645277218172.68,1645277218172.68,4020923695.04,4020923695.04,5039977083.21,5039977083.21,1168668225400.73,1168668225400.73,1177729126178.98,1177729126178.98,1.17,1.17,null,null,null,null,null,null,1.15,1.15,1.16,1.16,241315000000.0,241315000000.0,103850000000.0,103850000000.0,51415000000.0,51415000000.0,150950000000.0,150950000000.0,64900000000.0,64900000000.0,306215000000.0,306215000000.0,109750000000.0,109750000000.0,null,null,null,null,null,null,43350000000.0,43350000000.0,153100000000.0,153100000000.0,1.1,1.1,1.35,1.35,1.33,1.33,1.11,1.11,1.22,1.22,1.11,1.11,1.09,1.09,1.12,1.12,512442968761.57,512442968761.57,60719900000.0,60719900000.0,107348682196.87,107348682196.87,74464915000.0,74464915000.0,213899596766.23,213899596766.23,1279920616478.68,1279920616478.68,674671748147.75,674671748147.75,1461734213675.55,1461734213675.55
2020-03-10,0.56,0.56,0.88,0.88,1.07,1.07,1.06,1.06,300722833722.12,300722833722.12,175322925835.6,175322925835.6,1173559961812.82,1173559961812.82,1649605721370.54,1649605721370.54,2497277295.96,2497277295.96,17664511515.73,17664511515.73,1173559961812.82,1173559961812.82,1193721750624.51,1193721750624.51,1.16,1.16,null,null,null,null,null,null,1.17,1.17,1.16,1.16,227950000000.0,227950000000.0,103350000000.0,103350000000.0,53725000000.0,53725000000.0,134540000000.0,134540000000.0,63665000000.0,63665000000.0,291615000000.0,291615000000.0,96825000000.0,96825000000.0,null,null,null,null,null,null,43765000000.0,43765000000.0,140590000000.0,140590000000.0,1.1,1.1,1.35,1.35,1.33,1.33,1.02,1.02,1.22,1.22,1.12,1.12,1.09,1.09,1.12,1.12,539451759905.24,539451759905.24,64111900000.0,64111900000.0,107339120704.87,107339120704.87,156750603978.7,156750603978.7,212820216978.54,212820216978.54,1305261754456.54,1305261754456.54,752967602256.33,752967602256.33,1569351479140.11,1569351479140.11
2020-03-11,0.64,0.64,0.78,0.78,1.07,1.07,1.06,1.06,306167858054.87,306167858054.87,191837551730.38,191837551730.38,1132320148222.68,1132320148222.68,1630325558007.93,1630325558007.93,9086966449.17,9086966449.17,21760106185.61,21760106185.61,1132320148222.68,1132320148222.68,1163167220857.46,1163167220857.46,1.22,1.22,null,null,null,null,null,null,1.18,1.18,1.21,1.21,241100000000.0,241100000000.0,103350000000.0,103350000000.0,60575000000.0,60575000000.0,138013000000.0,138013000000.0,60838000000.0,60838000000.0,301938000000.0,301938000000.0,103925000000.0,103925000000.0,null,null,null,null,null,null,40938000000.0,40938000000.0,144863000000.0,144863000000.0,1.14,1.14,1.35,1.35,1.3,1.3,1.09,1.09,1.23,1.23,1.15,1.15,1.13,1.13,1.16,1.16,508875794694.13,508875794694.13,60188900000.0,60188900000.0,108050184226.27,108050184226.27,94268667500.0,94268667500.0,206631754190.98,206631754190.98,1298726034813.65,1298726034813.65,725348437654.81,725348437654.81,1501044886539.92,1501044886539.92
2020-03-12,0.64,0.64,0.77,0.77,1.12,1.12,1.1,1.1,310269574001.58,310269574001.58,202372450763.18,202372450763.18,1155112990563.56,1155112990563.56,1667755015328.32,1667755015328.32,12191772149.7,12191772149.7,27582611519.18,27582611519.18,1155112990563.56,1155112990563.56,1194887374232.44,1194887374232.44,1.26,1.26,0.88,0.88,1.15,1.15,1.25,1.25,1.19,1.19,1.24,1.24,252725000000.0,252725000000.0,108025000000.0,108025000000.0,63875000000.0,63875000000.0,163235000000.0,163235000000.0,82410000000.0,82410000000.0,335135000000.0,335135000000.0,113575000000.0,113575000000.0,5300000000.0,5300000000.0,7750000000.0,7750000000.0,163235000000.0,163235000000.0,62710000000.0,62710000000.0,176285000000.0,176285000000.0,1.17,1.17,1.34,1.34,1.32,1.32,0.74,0.74,1.24,1.24,1.19,1.19,1.1,1.1,1.15,1.15,534311540321.09,534311540321.09,63106400000.0,63106400000.0,107011628437.38,107011628437.38,167492838889.72,167492838889.72,204320192861.64,204320192861.64,1285576224934.86,1285576224934.86,758342559079.23,758342559079.23,1560080692261.96,1560080692261.96
2020-03-13,0.67,0.67,0.77,0.77,0.99,0.99,0.98,0.98,318200678403.62,318200678403.62,206350694210.74,206350694210.74,1150973011844.54,1150973011844.54,1675524384458.9,1675524384458.9,9729716212.46,9729716212.46,13131778453.73,13131778453.73,1150973011844.54,1150973011844.54,1173834506510.73,1173834506510.73,1.13,1.13,null,null,null,null,null,null,1.15,1.15,1.14,1.14,256875000000.0,256875000000.0,113375000000.0,113375000000.0,62925000000.0,62925000000.0,143258000000.0,143258000000.0,62683000000.0,62683000000.0,319558000000.0,319558000000.0,108125000000.0,108125000000.0,null,null,null,null,null,null,41733000000.0,41733000000.0,149858000000.0,149858000000.0,1.01,1.01,1.37,1.37,0.78,0.78,1.13,1.13,1.22,1.22,1.11,1.11,1.02,1.02,1.06,1.06,563179983024.33,563179983024.33,65138400000.0,65138400000.0,228664963653.77,228664963653.77,81425783583.33,81425783583.33,186505825399.22,186505825399.22,1208138512015.76,1208138512015.76,703405050829.31,703405050829.31,1518229259252.86,1518229259252.86
2020-03-16,0.64,0.64,0.77,0.77,0.42,0.42,0.43,0.43,326473315670.08,326473315670.08,161209495463.3,161209495463.3,1236529334758.85,1236529334758.85,1724212145892.23,1724212145892.23,13225698008.24,13225698008.24,15144459768.29,15144459768.29,1236529334758.85,1236529334758.85,1264899492535.38,1264899492535.38,0.83,0.83,null,null,null,null,null,null,0.94,0.94,0.87,0.87,249275000000.0,249275000000.0,112275000000.0,112275000000.0,58825000000.0,58825000000.0,150008000000.0,150008000000.0,71833000000.0,71833000000.0,321108000000.0,321108000000.0,100750000000.0,100750000000.0,null,null,null,null,null,null,53633000000.0,53633000000.0,154383000000.0,154383000000.0,0.33,0.33,1.33,1.33,1.32,1.32,0.64,0.64,0.87,0.87,0.33,0.33,0.28,0.28,0.42,0.42,517671326063.92,517671326063.92,63803650000.0,63803650000.0,108249220438.99,108249220438.99,76915782271.71,76915782271.71,182505451821.47,182505451821.47,1271313634034.09,1271313634034.09,692498208859.4,692498208859.4,1456478636744.79,1456478636744.79
2020-03-17,0.69,0.69,0.52,0.52,0.58,0.58,0.58,0.58,328945396403.55,328945396403.55,173731189729.0,173731189729.0,1218867657153.93,1218867657153.93,1721544243286.48,1721544243286.48,3862133104.39,3862133104.39,31395186199.94,31395186199.94,1218867657153.93,1218867657153.93,1254124976458.26,1254124976458.26,0.79,0.79,null,null,null,null,null,null,0.68,0.68,0.76,0.76,244825000000.0,244825000000.0,107575000000.0,107575000000.0,62475000000.0,62475000000.0,142730000000.0,142730000000.0,67955000000.0,67955000000.0,312780000000.0,312780000000.0,99425000000.0,99425000000.0,null,null,null,null,null,null,49355000000.0,49355000000.0,148780000000.0,148780000000.0,0.51,0.51,0.65,0.65,0.65,0.65,0.46,0.46,0.62,0.62,0.49,0.49,0.45,0.45,0.5,0.5,550841582637.65,550841582637.65,65292650000.0,65292650000.0,111320739173.21,111320739173.21,176849706792.89,176849706792.89,181961027074.63,181961027074.63,1292960571309.3,1292960571309.3,783035757563.12,783035757563.12,1581131017275.4,1581131017275.4
2020-03-18,0.53,0.53,0.45,0.45,0.17,0.17,0.17,0.17,329498461095.47,329498461095.47,178401035424.78,178401035424.78,1260608740804.38,1260608740804.38,1768508237324.63,1768508237324.63,2906322445.06,2906322445.06,19503492454.94,19503492454.94,1260608740804.38,1260608740804.38,1283018555704.38,1283018555704.38,0.44,0.44,null,null,null,null,null,null,0.32,0.32,0.41,0.41,248050000000.0,248050000000.0,108550000000.0,108550000000.0,64275000000.0,64275000000.0,135549000000.0,135549000000.0,60324000000.0,60324000000.0,308374000000.0,308374000000.0,103750000000.0,103750000000.0,null,null,null,null,null,null,40774000000.0,40774000000.0,144524000000.0,144524000000.0,0.16,0.16,0.6,0.6,0.74,0.74,0.32,0.32,0.48,0.48,0.15,0.15,0.12,0.12,0.2,0.2,526495434841.66,526495434841.66,62051300000.0,62051300000.0,109651955449.17,109651955449.17,69797039166.67,69797039166.67,177573674047.97,177573674047.97,1240631530772.7,1240631530772.7,653960116498.91,653960116498.91,1420080525388.54,1420080525388.54
2020-03-19,0.43,0.43,0.32,0.32,0.1,0.1,0.11,0.11,335084116966.9,335084116966.9,200348464343.87,200348464343.87,1207982345855.23,1207982345855.23,1743414927166.0,1743414927166.0,8067552944.52,8067552944.52,40628976603.77,40628976603.77,1207982345855.23,1207982345855.23,1256678875403.52,1256678875403.52,0.26,0.26,null,null,null,null,null,null,0.17,0.17,0.23,0.23,253425000000.0,253425000000.0,108050000000.0,108050000000.0,78975000000.0,78975000000.0,130725000000.0,130725000000.0,64325000000.0,64325000000.0,317750000000.0,317750000000.0,109725000000.0,109725000000.0,null,null,null,null,null,null,41400000000.0,41400000000.0,151125000000.0,151125000000.0,0.12,0.12,0.59,0.59,0.69,0.69,0.21,0.21,0.42,0.42,0.11,0.11,0.08,0.08,0.16,0.16,538845616230.82,538845616230.82,63323900000.0,63323900000.0,107037269245.91,107037269245.91,115643215492.14,115643215492.14,181946290607.43,181946290607.43,1213359452625.47,1213359452625.47,651924130525.27,651924130525.27,1436039937363.52,1436039937363.52
2020-03-20,0.53,0.53,0.44,0.44,0.05,0.05,0.06,0.06,347921830701.17,347921830701.17,202646575420.46,202646575420.46,1187749444575.69,1187749444575.69,1738317850697.32,1738317850697.32,13074102306.27,13074102306.27,9958419000.11,9958419000.11,1187749444575.69,1187749444575.69,1210781965882.07,1210781965882.07,0.15,0.15,null,null,null,null,null,null,0.11,0.11,0.14,0.14,272475000000.0,272475000000.0,108050000000.0,108050000000.0,80475000000.0,80475000000.0,146425000000.0,146425000000.0,62475000000.0,62475000000.0,334950000000.0,334950000000.0,117725000000.0,117725000000.0,null,null,null,null,null,null,30200000000.0,30200000000.0,147925000000.0,147925000000.0,0.1,0.1,0.52,0.52,0.58,0.58,0.18,0.18,0.43,0.43,0.09,0.09,0.06,0.06,0.15,0.15,503460785711.16,503460785711.16,61081900000.0,61081900000.0,153338753428.95,153338753428.95,85458131487.57,85458131487.57,192847755957.19,192847755957.19,1142501712818.53,1142501712818.53,623908156066.7,623908156066.7,1381298597735.05,1381298597735.05
2020-03-23,0.55,0.55,0.53,0.53,0.02,0.02,0.04,0.04,351468216866.91,351468216866.91,190310609209.48,190310609209.48,1224445866371.58,1224445866371.58,1766224692447.97,1766224692447.97,8204358040.74,8204358040.74,27550487049.04,27550487049.04,1224445866371.58,1224445866371.58,1260200711461.36,1260200711461.36,0.26,0.26,null,null,null,null,null,null,0.13,0.13,0.23,0.23,273835000000.0,273835000000.0,108550000000.0,108550000000.0,77075000000.0,77075000000.0,148810000000.0,148810000000.0,60600000000.0,60600000000.0,334435000000.0,334435000000.0,145135000000.0,145135000000.0,null,null,null,null,null,null,35425000000.0,35425000000.0,180560000000.0,180560000000.0,0.08,0.08,0.57,0.57,0.68,0.68,0.18,0.18,0.42,0.42,0.08,0.08,0.04,0.04,0.13,0.13,488969702027.09,488969702027.09,59177900000.0,59177900000.0,107146207304.51,107146207304.51,76517705000.0,76517705000.0,175250335813.34,175250335813.34,1165873073469.71,1165873073469.71,626139047933.79,626139047933.79,1349536985774.22,1349536985774.22
2020-03-24,0.39,0.39,0.22,0.22,-0.01,-0.01,-0.0,-0.0,356740722212.68,356740722212.68,194930624096.98,194930624096.98,1261641594579.35,1261641594579.35,1813312940889.01,1813312940889.01,6721937852.65,6721937852.65,25967710784.09,25967710784.09,1261641594579.35,1261641594579.35,1294331243216.09,1294331243216.09,0.12,0.12,null,null,null,null,null,null,0.08,0.08,0.11,0.11,245385000000.0,245385000000.0,109850000000.0,109850000000.0,46425000000.0,46425000000.0,149268000000.0,149268000000.0,60158000000.0,60158000000.0,305543000000.0,305543000000.0,119685000000.0,119685000000.0,null,null,null,null,null,null,31983000000.0,31983000000.0,151668000000.0,151668000000.0,0.07,0.07,0.52,0.52,0.58,0.58,0.13,0.13,0.37,0.37,0.07,0.07,0.04,0.04,0.11,0.11,506228549612.34,506228549612.34,60771400000.0,60771400000.0,109580669022.58,109580669022.58,90336827243.02,90336827243.02,165197417499.14,165197417499.14,1195250502187.25,1195250502187.25,662970631341.37,662970631341.37,1395167998452.85,1395167998452.85
2020-03-25,0.46,0.46,0.33,0.33,-0.01,-0.01,-0.0,-0.0,359312863605.97,359312863605.97,189617628658.85,189617628658.85,1205809500078.44,1205809500078.44,1754739992343.26,1754739992343.26,4174032389.29,4174032389.29,21392397572.49,21392397572.49,1205809500078.44,1205809500078.44,1231375930040.22,1231375930040.22,0.12,0.12,null,null,null,null,null,null,0.09,0.09,0.11,0.11,227778000000.0,227778000000.0,110600000000.0,110600000000.0,47825000000.0,47825000000.0,130238000000.0,130238000000.0,60885000000.0,60885000000.0,288663000000.0,288663000000.0,101378000000.0,101378000000.0,null,null,null,null,null,null,31410000000.0,31410000000.0,132788000000.0,132788000000.0,0.07,0.07,0.55,0.55,0.63,0.63,0.16,0.16,0.4,0.4,0.06,0.06,0.03,0.03,0.11,0.11,475597483202.98,475597483202.98,57646900000.0,57646900000.0,108096350022.58,108096350022.58,68582660150.65,68582660150.65,168503697853.39,168503697853.39,1230496184793.98,1230496184793.98,705427113910.84,705427113910.84,1407175194967.21,1407175194967.21
